past_avg_score,attendance_percent,score_trend,study_hours_per_week,next_score,at_risk
74.97,73.69,-5.6,4.65,54.76,0
96.13,93.85,-5.98,3.15,66.68,0
58.5,61.67,4.13,11.13,49.06,0
55.21,97.78,-2.66,7.74,61.44,0
62.28,39.37,-5.12,7.95,36.53,1
55.01,67.55,-3.86,3.57,41.39,0
63.04,56.61,4.19,6.8,53.64,0
46.53,61.91,-3.77,4.95,37.16,1
60.71,71.15,-0.71,9.53,54.06,0
40.98,48.62,0.09,4.04,39.8,1
75.06,70.7,-11.5,13.32,57.49,0
45.05,30.0,-8.83,1.3,23.34,1
62.24,76.21,2.02,4.77,63.86,0
73.19,77.83,-4.42,14.71,59.77,0
31.36,52.23,6.34,6.26,29.64,1
58.75,82.13,5.8,2.74,63.06,0
76.87,82.8,4.32,8.88,65.43,0
37.78,54.58,10.92,6.1,47.7,0
86.79,72.49,-0.5,4.66,48.82,0
65.38,61.35,3.89,3.62,54.54,0
41.41,72.34,-3.51,19.07,45.61,0
80.34,82.15,14.71,6.99,54.8,0
83.4,68.51,11.9,0.3,56.78,0
59.91,66.85,0.07,13.97,50.53,0
75.26,60.3,2.32,10.44,56.26,0
54.53,69.91,8.16,4.93,39.49,1
77.07,75.26,-0.88,4.27,54.94,0
37.25,73.95,-3.94,10.69,48.31,0
72.07,53.79,5.24,7.01,52.0,0
47.06,51.47,0.47,0.3,43.77,0
43.28,60.55,1.1,15.15,53.45,0
89.33,86.24,-5.01,6.26,69.99,0
91.7,74.37,-10.31,13.98,69.89,0
94.84,61.42,1.42,13.11,54.71,0
39.02,64.61,5.43,4.0,39.26,1
65.85,70.83,-1.35,12.13,54.97,0
79.92,67.24,8.62,5.39,69.38,0
73.39,83.25,-4.22,0.53,56.27,0
88.03,100.0,-6.33,6.3,84.95,0
60.8,71.24,-0.4,9.59,55.99,0
61.67,68.47,-0.5,6.15,55.18,0
60.99,68.9,4.62,6.77,45.44,0
61.87,56.56,-4.65,12.57,62.42,0
67.99,64.26,8.21,8.43,51.96,0
83.84,47.11,11.8,4.63,56.45,0
84.15,86.06,-0.23,10.81,61.9,0
66.16,38.51,7.5,8.79,39.48,1
48.36,69.56,-6.34,0.0,31.13,1
27.72,42.26,6.45,9.71,32.05,1
83.53,68.29,6.28,9.57,51.42,0
43.61,46.38,5.18,8.08,36.23,1
39.99,39.44,-0.09,11.57,40.99,0
83.42,86.6,-17.73,5.31,53.42,0
100.0,60.15,-3.85,9.35,73.46,0
52.94,80.76,-3.76,1.73,57.56,0
70.23,78.36,-5.87,9.63,69.3,0
76.81,51.87,0.73,15.81,41.28,0
62.16,51.56,-2.51,4.02,37.82,1
79.42,95.27,-4.95,4.96,56.58,0
66.72,51.11,-6.35,5.16,39.13,1
74.58,54.47,-4.29,8.52,47.46,0
72.06,82.53,6.73,3.75,56.72,0
53.31,62.55,-3.97,9.68,44.99,0
77.38,64.66,-3.09,11.39,58.95,0
69.24,66.26,-2.74,10.14,44.89,0
58.09,45.26,2.03,0.93,26.81,1
70.99,84.34,2.74,11.98,56.05,0
60.18,68.8,-18.27,11.75,33.19,1
64.39,72.18,6.13,11.32,55.4,0
58.05,69.74,8.62,9.49,50.0,0
75.22,98.04,-6.3,8.88,60.88,0
64.29,70.48,-5.83,12.13,47.7,0
62.45,51.05,-2.7,15.69,48.36,0
87.14,79.48,-4.54,4.19,50.94,0
79.41,100.0,1.34,12.31,66.49,0
74.87,59.18,-11.68,7.66,40.79,0
59.9,61.27,-6.71,7.48,46.06,0
43.24,56.72,9.24,1.85,36.25,1
36.94,53.67,-5.57,6.86,42.41,0
58.66,50.51,7.46,4.01,50.7,0
54.31,72.56,2.13,6.14,47.72,0
66.52,91.38,-10.86,3.61,43.35,0
67.64,68.45,3.81,6.2,55.96,0
63.36,60.21,-0.71,6.38,57.87,0
72.62,46.17,-2.73,8.39,46.41,0
73.98,73.7,1.47,1.54,65.32,0
67.55,79.42,2.85,2.22,57.01,0
35.29,50.46,4.25,9.45,39.98,1
46.77,55.61,7.07,4.81,44.9,0
64.58,56.92,2.45,12.3,54.91,0
50.66,39.69,-8.25,8.9,27.47,1
60.02,81.82,-2.84,10.43,56.02,0
83.65,92.54,17.66,13.64,81.9,0
81.24,59.75,4.35,6.76,64.01,0
63.85,82.34,14.22,5.7,62.32,0
96.91,88.04,8.37,11.49,79.89,0
61.06,83.86,1.45,10.04,48.93,0
55.96,45.86,1.81,7.25,39.37,1
51.7,42.67,-0.22,13.57,44.56,0
54.05,60.54,-10.43,7.15,37.95,1
56.4,67.46,0.11,8.13,68.8,0
73.72,88.85,7.26,8.08,64.08,0
58.98,75.66,-3.6,4.26,51.22,0
68.47,62.62,2.47,8.31,48.94,0
57.94,57.77,5.11,13.59,54.66,0
78.37,92.76,-5.46,9.78,64.51,0
76.61,63.89,-2.71,8.12,58.12,0
56.13,69.45,-6.11,7.35,33.8,1
24.49,35.27,-4.93,9.32,20.43,1
61.4,94.4,-7.73,11.0,69.84,0
28.51,59.29,-5.4,10.44,45.07,0
61.9,61.5,8.52,6.67,53.97,0
52.36,46.98,-5.49,9.3,27.49,1
40.97,42.49,0.76,9.92,35.97,1
74.46,76.33,-3.02,3.97,64.49,0
85.69,74.4,7.07,8.67,71.25,0
52.04,52.32,7.87,0.0,49.8,0
33.29,36.31,5.18,9.93,35.74,1
43.75,60.71,1.84,10.64,47.82,0
63.64,44.07,-1.39,10.99,54.17,0
28.36,55.47,-7.15,6.42,28.91,1
65.55,55.67,11.66,9.24,58.75,0
64.4,51.5,-4.56,13.7,55.73,0
74.6,51.33,3.98,13.66,53.35,0
67.29,45.23,6.36,7.88,46.16,0
42.98,39.02,-3.33,8.56,37.01,1
81.43,69.56,6.23,12.44,65.02,0
50.64,87.27,4.59,2.0,58.68,0
75.5,58.9,10.37,6.71,51.78,0
48.57,57.83,-2.82,13.34,52.52,0
54.44,65.65,-7.72,11.9,37.2,1
64.44,57.78,-3.03,9.48,48.86,0
52.47,62.75,1.25,1.98,43.5,0
81.67,69.13,0.35,7.8,55.44,0
35.65,68.51,-2.36,5.64,40.07,0
40.25,70.24,-11.46,9.32,32.03,1
90.52,60.76,2.82,4.76,56.22,0
67.78,51.01,11.83,3.9,41.22,0
75.54,55.12,2.79,0.0,42.6,0
62.6,64.84,3.65,12.89,68.85,0
60.79,65.21,3.43,6.4,50.94,0
87.93,75.93,2.38,8.63,70.12,0
70.48,98.6,5.59,7.99,69.13,0
52.72,74.66,2.37,3.73,48.8,0
90.09,90.7,-1.88,2.96,63.06,0
69.39,71.46,-4.78,3.98,35.33,1
82.87,86.56,-1.49,5.11,58.75,0
69.67,61.88,1.88,9.47,53.41,0
95.33,69.37,-1.9,4.82,65.97,0
76.32,82.83,1.89,14.99,75.18,0
54.83,76.18,2.63,12.11,59.83,0
36.27,59.26,5.0,11.23,45.57,0
66.3,51.41,7.7,7.52,47.65,0
56.13,48.75,0.47,14.06,46.83,0
96.02,85.75,-7.85,7.13,70.88,0
68.24,66.03,-2.07,7.87,37.08,1
48.23,85.33,0.26,8.68,47.53,0
74.2,50.81,-11.01,10.81,41.02,0
46.71,57.42,8.33,10.55,44.16,0
56.29,73.17,0.85,6.1,39.8,1
67.86,100.0,2.29,5.87,68.33,0
57.64,53.75,8.19,10.56,47.08,0
39.79,60.4,-3.78,10.86,39.61,1
69.87,77.97,3.44,6.43,55.12,0
87.06,80.3,-0.66,1.65,57.92,0
76.51,71.86,-1.1,7.17,51.17,0
73.13,81.19,-4.63,10.49,63.32,0
53.7,30.0,9.99,15.22,48.5,0
31.42,58.76,-2.25,3.21,30.98,1
96.72,82.78,4.2,6.29,77.8,0
58.52,59.44,-11.25,6.44,39.4,1
70.19,87.43,7.08,13.42,67.91,0
80.71,71.35,6.31,7.86,62.64,0
69.15,66.5,0.58,4.37,43.08,0
65.72,94.19,-1.36,10.23,63.15,0
100.0,78.25,2.4,6.38,73.87,0
49.67,52.14,13.73,3.1,48.87,0
84.07,73.48,-10.58,4.43,50.29,0
62.8,76.19,4.69,14.94,58.08,0
53.22,70.81,-5.47,9.54,49.19,0
83.36,66.04,-0.12,8.43,62.22,0
63.18,64.45,-1.49,7.0,59.24,0
73.35,63.86,-2.57,9.17,55.53,0
71.56,75.83,-0.06,9.12,66.13,0
66.93,66.78,-6.81,9.17,44.05,0
51.68,61.71,6.18,8.46,44.74,0
47.91,33.22,-10.76,11.48,24.91,1
40.75,57.62,3.24,8.09,32.88,1
100.0,90.12,-1.96,4.09,51.06,0
48.29,70.53,-7.03,5.55,35.37,1
55.51,68.51,1.21,0.08,47.77,0
46.66,75.81,-9.34,16.11,52.17,0
64.12,74.33,0.24,11.45,55.09,0
72.3,90.22,-8.54,4.68,59.75,0
78.76,80.8,2.77,6.87,49.38,0
53.49,58.2,-5.55,5.45,41.1,0
68.0,91.01,-2.71,14.17,45.4,0
64.33,79.14,1.76,2.32,48.24,0
60.81,69.77,-4.64,8.46,46.75,0
98.58,67.06,-0.35,7.57,72.18,0
75.1,55.2,-9.08,11.31,51.92,0
75.54,76.73,3.79,7.58,61.44,0
70.13,74.21,10.59,0.97,61.53,0
77.54,70.45,16.75,7.0,65.72,0
60.91,69.09,0.55,4.11,49.3,0
41.22,70.95,4.73,8.32,46.66,0
77.04,78.04,-10.68,13.74,45.12,0
53.45,44.97,9.02,1.04,47.75,0
46.27,58.61,4.66,4.8,44.55,0
87.94,62.0,-2.9,5.79,58.23,0
86.13,73.85,7.42,6.47,72.16,0
54.06,60.76,-1.53,10.96,40.56,0
66.1,63.01,-2.75,7.31,48.23,0
91.42,68.31,2.85,9.66,62.65,0
82.25,66.5,-6.38,5.5,38.62,1
91.14,83.27,6.13,8.92,71.2,0
81.29,36.28,-6.34,11.11,62.49,0
49.78,71.65,-6.3,5.07,37.58,1
71.27,86.48,-5.46,11.13,71.37,0
68.5,64.99,4.56,8.21,61.61,0
76.06,79.27,-3.7,12.18,59.6,0
73.47,58.51,-8.09,7.19,48.83,0
62.63,84.39,-3.63,9.52,56.06,0
51.91,75.41,-0.19,7.84,45.61,0
70.59,65.19,-7.09,7.62,42.34,0
46.26,68.85,-6.91,9.04,32.7,1
40.55,61.51,12.67,10.15,72.37,0
73.66,55.64,-5.16,3.0,49.21,0
92.4,78.09,-1.94,13.73,66.34,0
72.92,71.23,-2.2,0.56,53.0,0
44.45,47.49,-2.53,5.26,34.24,1
72.67,67.54,3.73,7.62,57.81,0
95.07,76.97,5.69,9.65,74.48,0
58.91,58.13,-1.84,14.3,44.97,0
60.0,64.72,-7.42,0.57,37.07,1
61.22,52.93,7.65,5.97,51.1,0
51.87,48.65,-0.57,0.0,35.93,1
87.82,56.89,10.38,8.13,68.65,0
61.72,75.96,-13.47,9.09,52.96,0
71.13,44.64,1.17,14.36,53.68,0
47.83,70.02,11.51,8.48,43.06,0
67.23,77.54,-2.12,12.18,42.89,0
91.51,69.46,-1.35,10.34,58.12,0
63.01,30.35,1.77,6.26,43.53,0
91.57,79.3,-3.35,2.36,62.64,0
59.3,60.53,-1.87,9.1,43.47,0
49.3,55.73,-2.03,2.03,44.79,0
84.95,69.11,-3.76,13.18,59.2,0
44.8,68.97,7.37,7.35,29.44,1
42.01,54.99,2.77,12.78,30.83,1
36.42,38.39,1.5,6.08,29.65,1
80.86,59.59,4.85,9.08,70.48,0
53.43,55.78,-1.59,8.84,39.33,1
100.0,87.44,-4.65,7.82,73.59,0
53.51,65.53,-3.62,6.27,45.63,0
84.43,61.01,0.01,9.57,60.14,0
91.58,87.83,-6.36,4.3,71.72,0
84.89,100.0,-3.0,3.16,71.4,0
94.89,96.93,-3.1,12.97,71.63,0
77.91,77.61,12.75,10.91,66.9,0
62.81,74.05,-16.64,8.26,51.72,0
86.68,67.44,-1.08,14.66,55.38,0
82.3,87.84,10.35,6.93,70.32,0
61.0,52.18,0.73,13.29,48.51,0
54.05,57.45,4.52,8.7,48.91,0
53.89,66.08,0.6,3.9,57.96,0
58.58,57.69,-4.0,15.39,59.68,0
64.94,44.27,-13.45,11.96,38.48,1
67.04,76.69,1.23,7.52,66.3,0
59.08,74.8,-4.65,10.91,57.43,0
64.51,72.43,-4.8,6.39,57.59,0
86.03,74.61,-2.99,11.32,71.13,0
48.96,68.16,10.47,0.0,51.25,0
67.92,52.95,14.43,3.92,53.7,0
59.35,78.52,1.3,11.92,45.76,0
39.07,30.0,-2.79,7.0,18.69,1
73.32,69.85,-7.06,8.83,47.91,0
51.02,69.93,2.81,2.61,60.12,0
91.74,71.84,10.7,15.39,70.71,0
79.47,77.22,-1.48,12.76,64.19,0
39.72,70.1,-14.27,7.2,41.41,0
80.79,58.37,4.02,6.38,64.94,0
77.35,84.35,5.91,12.12,77.18,0
68.44,41.69,-9.52,15.93,31.46,1
67.63,51.53,1.06,11.82,40.93,0
45.69,74.98,2.71,16.69,43.7,0
52.57,54.61,-0.44,4.31,39.76,1
76.44,62.85,-4.74,4.72,58.36,0
100.0,82.91,6.1,3.24,73.64,0
88.25,100.0,-2.42,9.77,72.57,0
56.23,38.39,-8.91,8.7,41.13,0
47.33,41.13,-12.3,7.39,25.11,1
77.45,84.95,7.57,11.24,53.75,0
32.48,69.22,3.7,12.93,43.11,0
80.37,67.65,0.53,1.9,49.0,0
64.47,49.08,-2.64,5.61,35.29,1
56.73,85.76,-3.17,11.28,56.68,0
61.09,67.89,-6.45,6.13,43.15,0
64.26,79.04,-2.59,4.81,65.29,0
54.18,50.16,-12.72,12.07,39.77,1
37.59,52.63,-4.42,2.84,39.02,1
29.54,33.42,-1.87,6.79,28.06,1
78.1,69.18,3.66,9.31,50.13,0
100.0,100.0,-0.24,5.7,78.63,0
99.71,93.5,4.77,11.13,75.53,0
56.56,47.77,8.09,5.72,52.78,0
53.04,75.69,6.35,13.63,54.3,0
58.66,74.18,2.82,7.5,65.89,0
66.31,63.26,0.07,10.69,44.75,0
73.28,86.27,-5.88,10.98,46.94,0
72.56,60.2,4.44,5.49,66.69,0
94.03,77.95,10.08,0.0,60.82,0
55.72,58.07,2.05,9.44,57.92,0
65.2,44.55,11.5,8.29,50.68,0
50.45,60.44,-9.15,10.22,46.14,0
57.71,86.96,-6.92,7.09,51.79,0
61.09,41.04,5.13,6.28,49.12,0
58.9,68.97,1.59,16.03,61.23,0
79.31,82.78,7.88,2.11,66.95,0
61.34,58.54,-0.09,10.94,31.98,1
87.16,79.82,-5.21,5.7,63.84,0
67.13,47.06,-1.28,6.66,37.59,1
56.32,68.07,-9.2,6.73,47.64,0
53.58,48.57,-6.77,4.79,30.49,1
23.64,30.0,5.83,10.28,20.64,1
84.24,89.12,5.24,13.56,77.18,0
76.3,84.74,2.18,9.88,69.25,0
66.3,63.17,-10.33,8.41,43.4,0
74.71,68.95,-2.15,4.05,51.34,0
78.27,83.81,-7.35,10.07,54.63,0
43.75,51.79,7.06,16.63,45.15,0
49.08,70.79,-3.5,6.48,41.68,0
76.89,70.27,-6.51,6.5,61.01,0
41.92,68.07,0.18,5.76,39.31,1
66.65,72.43,-3.84,6.04,50.03,0
41.65,53.58,8.9,0.0,39.86,1
64.16,55.16,-4.41,9.62,47.76,0
48.81,68.57,-8.4,4.62,48.33,0
35.43,38.56,-12.92,1.56,20.92,1
84.02,70.07,-0.18,11.01,65.4,0
43.2,48.0,-3.37,3.67,46.0,0
52.97,44.2,-8.57,6.65,31.3,1
83.21,93.1,7.14,13.87,62.97,0
90.41,93.54,4.0,2.36,69.41,0
62.91,77.88,-0.17,1.87,40.81,0
69.05,51.47,8.19,9.08,56.16,0
80.77,70.86,3.98,12.6,62.56,0
69.6,57.26,-4.94,1.7,57.46,0
62.49,59.0,-6.24,9.63,45.14,0
37.58,50.63,4.91,10.32,42.74,0
62.08,71.69,2.38,0.0,42.6,0
78.61,61.65,1.02,11.19,46.85,0
44.49,67.06,-5.08,11.51,44.62,0
19.15,42.08,3.65,6.75,16.94,1
65.52,97.73,-4.53,13.01,74.53,0
81.62,57.24,-0.61,12.55,65.89,0
38.56,55.8,8.68,8.41,34.36,1
35.91,68.66,-3.97,6.19,46.23,0
77.56,60.32,-9.44,4.11,39.61,1
93.65,99.19,-6.32,7.85,86.9,0
66.22,69.75,5.97,10.28,52.4,0
57.75,55.13,1.53,6.7,42.82,0
60.75,53.69,-0.77,0.0,33.46,1
84.79,71.31,-3.05,13.07,66.67,0
53.6,83.32,2.91,8.76,44.53,0
60.77,57.12,-5.09,6.48,40.59,0
61.11,69.82,1.83,11.43,46.81,0
52.46,46.0,-4.39,14.1,32.65,1
56.67,57.43,-5.39,0.0,40.73,0
86.34,95.54,-3.82,9.74,70.63,0
77.04,52.7,-2.25,2.29,40.83,0
61.52,57.87,-0.29,10.0,43.6,0
65.9,62.84,1.41,8.51,53.15,0
55.68,50.42,-22.13,10.54,40.65,0
86.56,72.62,-4.85,6.0,59.8,0
64.58,69.43,-2.35,0.51,42.47,0
58.2,71.92,9.03,6.2,52.82,0
79.57,98.82,-6.48,9.63,74.6,0
68.13,56.81,0.98,12.06,51.59,0
51.12,54.2,8.97,3.31,51.28,0
61.73,75.36,-7.88,12.11,48.3,0
81.0,88.29,2.36,5.41,71.14,0
64.14,50.22,-4.81,9.45,45.27,0
29.19,54.62,-3.03,5.96,43.03,0
71.27,51.41,-4.82,8.73,52.83,0
58.79,59.05,-4.39,11.57,37.49,1
100.0,100.0,16.33,3.09,93.36,0
80.42,65.47,5.07,5.28,50.92,0
60.91,50.79,6.61,8.74,43.71,0
91.84,88.12,2.95,17.61,66.94,0
59.53,47.7,-9.64,4.55,57.44,0
80.73,66.86,2.37,16.16,73.03,0
66.35,77.75,6.44,16.02,72.29,0
59.22,49.0,-5.12,7.61,36.31,1
56.56,55.91,5.79,6.81,61.12,0
82.84,85.24,4.23,5.23,67.19,0
53.72,67.04,11.11,7.73,60.13,0
64.6,64.46,-2.51,2.37,45.85,0
67.35,51.4,-6.59,7.7,36.87,1
63.29,74.39,-2.17,13.99,55.72,0
93.22,85.67,8.61,5.56,74.62,0
50.84,59.78,-10.97,7.04,39.18,1
71.65,59.79,-12.41,1.2,44.26,0
81.71,78.14,0.54,9.5,65.96,0
41.14,52.78,-2.66,9.06,56.1,0
82.66,69.83,0.05,8.25,38.15,1
55.15,44.61,5.67,7.13,43.94,0
57.48,56.63,-3.32,6.83,55.31,0
57.33,66.64,-11.24,10.01,51.8,0
92.33,78.4,12.27,7.88,67.67,0
94.39,87.36,-5.98,9.26,64.05,0
100.0,84.83,-6.35,8.86,77.36,0
72.29,76.48,6.62,12.49,71.83,0
70.55,75.53,-2.31,10.71,53.8,0
66.87,72.88,-0.38,8.77,55.97,0
68.73,51.88,2.9,14.07,58.96,0
63.07,70.85,6.5,9.68,46.12,0
54.12,66.77,-2.0,13.22,45.49,0
75.61,67.35,9.12,10.43,67.09,0
84.41,54.3,-12.81,0.63,57.82,0
60.93,56.86,4.56,13.22,48.2,0
76.73,100.0,-5.04,8.54,62.51,0
84.32,75.01,8.23,7.79,62.78,0
55.85,55.52,0.85,9.13,45.5,0
33.23,47.7,-4.04,6.62,37.04,1
44.05,62.87,3.98,8.91,44.2,0
80.55,93.43,5.36,5.63,70.11,0
53.17,50.17,3.85,13.1,46.93,0
55.56,63.78,-6.18,7.55,44.49,0
63.16,67.28,-2.9,6.47,42.3,0
63.77,72.62,-0.02,4.3,57.9,0
83.87,75.3,-0.25,9.08,47.82,0
81.4,75.34,4.5,8.75,44.04,0
59.87,72.12,-12.09,9.55,44.01,0
53.99,47.67,2.01,3.89,36.27,1
73.76,65.66,-1.74,1.6,53.51,0
78.68,81.69,-5.03,10.5,53.68,0
60.33,62.99,-4.45,13.94,42.84,0
84.69,79.16,-1.29,3.89,62.25,0
98.58,79.67,-21.61,14.36,55.55,0
82.85,90.28,-4.21,9.14,56.05,0
54.54,59.96,-5.25,7.97,38.2,1
63.45,56.3,3.2,6.41,47.92,0
61.9,60.52,-4.83,2.46,44.26,0
43.39,58.16,-1.29,11.95,54.58,0
70.25,83.66,9.25,4.9,61.72,0
42.8,60.36,5.97,4.88,49.64,0
70.86,67.76,5.41,11.97,68.44,0
68.07,90.44,-3.0,0.47,55.33,0
64.04,70.79,3.26,1.91,36.97,1
59.1,83.78,-1.4,7.93,54.69,0
59.77,60.96,-1.18,9.17,55.81,0
74.35,78.06,2.46,9.94,56.98,0
43.9,70.59,-3.58,6.79,56.77,0
80.72,89.27,8.96,18.12,79.61,0
36.43,64.06,-0.96,7.09,36.29,1
80.58,77.29,3.71,7.08,53.21,0
98.28,82.08,8.73,4.81,67.89,0
46.8,48.14,6.19,8.5,38.99,1
48.87,62.37,-8.45,10.46,34.15,1
71.87,82.09,2.67,12.81,64.16,0
72.6,64.71,5.1,2.04,44.6,0
70.06,81.96,5.35,7.02,63.44,0
70.6,88.07,-6.68,9.79,60.76,0
74.99,61.17,-3.94,10.35,44.39,0
76.81,67.11,5.97,8.03,73.02,0
68.4,68.12,-4.57,10.17,56.6,0
44.69,66.66,-1.8,4.76,52.12,0
82.88,66.27,9.46,14.23,59.0,0
95.89,100.0,-0.29,11.97,78.61,0
56.82,69.2,-4.36,2.62,53.86,0
65.57,55.74,-5.27,3.7,36.74,1
82.3,59.89,2.0,3.81,71.02,0
54.91,48.45,-8.0,10.71,43.92,0
39.26,46.06,-1.48,2.86,34.0,1
80.9,48.81,2.0,6.68,57.26,0
60.13,72.03,7.79,9.82,56.1,0
60.24,62.65,4.01,7.74,41.83,0
73.58,100.0,-4.28,9.04,61.28,0
65.76,95.2,7.07,3.74,56.61,0
80.09,70.77,-1.8,10.38,52.89,0
43.23,59.65,-7.41,5.55,52.51,0
69.23,82.83,-1.03,6.7,56.76,0
74.88,83.21,8.63,8.95,51.23,0
69.95,53.6,0.99,8.41,53.43,0
69.4,50.52,0.08,8.1,45.6,0
47.38,48.21,9.82,5.0,52.69,0
71.57,83.9,-8.59,6.8,55.06,0
39.29,65.83,-7.71,8.01,46.22,0
75.28,86.82,-9.7,2.5,63.82,0
71.6,54.96,2.24,6.15,49.73,0
92.15,57.01,1.0,9.55,68.87,0
60.49,73.45,9.26,2.89,47.91,0
60.1,51.89,1.46,12.63,62.44,0
72.89,41.07,-2.42,13.08,52.13,0
58.93,64.06,0.01,3.02,45.82,0
72.41,83.42,0.71,13.43,58.78,0
38.51,47.06,-10.03,7.43,28.36,1
53.83,48.94,16.26,9.67,45.84,0
60.28,52.38,3.12,6.01,52.5,0
74.23,71.03,1.26,11.69,54.58,0
91.45,67.28,3.69,9.62,68.86,0
66.14,55.83,4.26,4.74,49.49,0
54.53,69.98,-0.84,3.34,48.23,0
66.21,70.1,-3.79,2.16,48.45,0
70.7,79.72,3.6,8.75,65.01,0
36.94,43.82,2.31,10.29,46.35,0
71.51,65.82,-4.86,10.6,55.29,0
76.56,49.61,8.51,7.53,62.75,0
74.13,72.9,1.76,3.37,38.15,1
67.7,84.64,4.38,5.27,59.81,0
72.2,58.32,8.35,12.61,53.7,0
24.09,30.08,0.13,6.06,25.23,1
65.3,76.57,1.9,8.57,69.03,0
66.32,73.67,4.86,3.7,43.07,0
26.69,40.9,-4.35,9.35,27.89,1
71.1,62.56,0.32,6.17,50.9,0
77.27,56.3,0.75,12.19,69.79,0
67.5,65.3,-5.74,11.09,48.71,0
76.64,100.0,13.91,6.02,82.74,0
85.03,85.76,-8.44,7.49,66.71,0
91.55,79.04,-7.79,5.8,61.7,0
89.83,86.58,7.89,2.32,71.65,0
80.27,73.16,4.28,4.57,64.92,0
58.28,56.54,-6.16,8.79,36.81,1
29.73,58.56,3.64,9.3,39.37,1
62.17,65.63,8.81,8.59,53.41,0
49.8,56.86,-0.18,6.79,46.46,0
100.0,76.59,15.59,11.73,79.17,0
61.72,79.3,-10.34,8.25,41.23,0
68.49,74.77,4.16,10.81,57.09,0
60.29,64.66,7.0,0.9,50.5,0
80.76,77.98,5.35,0.0,42.83,0
89.11,77.33,-1.23,9.14,71.69,0
61.24,49.58,-1.74,2.3,43.82,0
61.23,58.43,2.66,7.15,55.32,0
56.33,36.45,4.89,6.79,49.22,0
34.78,57.3,3.61,14.35,38.44,1
59.44,37.1,6.24,9.6,35.54,1
61.6,50.37,-6.11,8.66,44.64,0
58.79,36.09,-1.37,11.35,40.06,0
60.2,57.2,-5.64,9.47,36.45,1
34.04,48.93,-2.32,6.17,34.15,1
58.28,60.71,6.09,12.29,50.27,0
46.09,37.19,0.65,3.56,21.15,1
93.19,59.41,15.64,9.29,61.86,0
65.13,71.94,1.16,1.81,45.12,0
47.87,43.59,0.36,8.82,36.66,1
59.51,66.05,0.64,8.77,45.42,0
69.26,46.98,-3.83,14.71,48.11,0
55.81,71.02,-0.35,1.74,62.56,0
85.86,95.21,6.77,5.6,74.99,0
23.87,52.84,0.68,11.29,25.27,1
46.67,61.76,-4.76,9.34,58.5,0
64.98,66.9,-5.55,8.72,57.11,0
76.19,69.66,-2.7,4.18,55.24,0
65.92,67.83,0.44,5.64,60.93,0
52.87,53.7,7.16,12.98,44.45,0
85.0,60.18,-8.04,7.79,32.27,1
50.99,59.69,-1.92,9.5,38.45,1
85.22,64.88,0.87,7.54,70.67,0
60.12,53.53,-11.0,3.27,33.17,1
95.88,68.8,-5.0,11.74,66.21,0
62.18,45.66,-4.08,10.01,45.55,0
51.09,43.45,-4.78,17.22,38.3,1
56.85,51.52,1.15,3.94,32.66,1
47.37,35.85,-0.96,11.29,31.38,1
42.33,55.03,-3.33,2.75,29.47,1
50.57,68.72,2.57,8.63,47.04,0
69.74,47.22,10.34,11.91,59.42,0
62.91,56.76,9.84,0.0,45.41,0
76.58,84.63,-11.54,7.18,61.66,0
66.58,48.5,3.46,5.75,40.06,0
78.74,72.08,-1.07,5.19,44.89,0
90.94,72.15,0.93,9.54,65.1,0
71.72,76.09,-2.39,12.48,70.32,0
41.49,47.51,0.71,7.47,49.5,0
57.11,34.63,0.91,8.82,42.65,0
26.2,38.31,-3.47,8.46,31.8,1
55.62,56.46,-5.38,8.01,43.35,0
51.83,58.51,-2.69,3.64,46.18,0
48.07,40.93,1.41,12.43,44.2,0
63.3,59.32,3.59,9.18,47.81,0
68.3,69.54,5.12,9.58,47.24,0
52.71,62.6,-2.97,4.77,50.7,0
64.83,60.86,1.7,6.16,52.69,0
62.75,59.23,5.78,7.3,47.35,0
58.23,84.2,6.99,1.86,65.22,0
47.77,39.94,-0.35,1.25,45.02,0
86.44,86.17,-1.33,5.6,65.63,0
64.81,78.65,1.15,10.09,49.36,0
76.18,71.47,-6.9,5.39,49.1,0
73.73,70.51,-1.16,3.92,52.99,0
67.54,61.61,4.47,4.74,49.95,0
70.47,87.94,3.85,6.18,67.58,0
75.87,51.44,-1.62,6.58,39.95,1
57.29,47.43,1.31,16.66,37.17,1
67.06,64.53,-4.95,12.22,52.94,0
32.61,68.34,4.22,12.1,45.59,0
78.18,71.2,-0.47,12.67,56.52,0
54.68,53.53,-1.66,4.0,57.81,0
57.15,59.59,-2.17,3.11,46.43,0
65.94,56.78,-0.38,3.57,50.52,0
27.2,37.22,-2.69,13.34,24.47,1
44.82,71.49,3.95,5.81,53.85,0
49.4,50.01,-2.37,2.99,43.07,0
73.17,86.48,9.56,6.28,61.46,0
45.22,64.65,8.79,7.05,46.06,0
100.0,91.88,-5.35,9.07,70.81,0
44.05,50.85,0.42,9.0,33.82,1
72.17,73.88,-3.9,4.69,44.28,0
66.88,52.79,-1.96,10.74,50.79,0
57.25,52.42,12.01,5.44,51.35,0
87.87,90.06,-1.85,7.37,70.61,0
51.99,68.52,2.16,10.75,51.3,0
70.96,61.87,3.25,5.43,61.58,0
68.96,71.62,-6.0,5.72,53.66,0
40.55,56.64,-5.13,10.37,28.14,1
68.1,63.37,-7.24,4.57,56.24,0
57.1,69.97,-5.32,6.46,53.13,0
